phone,first_name,last_name,timezone,account_ref,amount_due
+14017420024,Joseph,Okafor,America/New_York,ACC-207843,1119.47
+19478313431,Priya,Clark,America/Chicago,ACC-207844,1535.54
+13453769798,Maria,Taylor,America/New_York,ACC-207845,1260.03
+15965415778,Brian,Mbeki,America/New_York,ACC-207846,4193.80
+19377324478,Victoria,Adeyemi,America/Anchorage,ACC-207847,4604.60
+17194007732,Maria,Lindgren,America/Anchorage,ACC-207848,4900.23
+17504269249,Jennifer,Reyes,America/New_York,ACC-207849,3845.76
+16717894801,Betty,Robinson,America/Chicago,ACC-207850,266.69
+17869896997,Amanda,Davis,America/New_York,ACC-207851,4279.53
+15628342567,Ahmed,Jackson,America/New_York,ACC-207852,4538.38
+13536714008,Isabella,Petrov,America/Phoenix,ACC-207853,2764.75
+14897417426,Christopher,Lindgren,America/Denver,ACC-207854,4550.65
+16958746543,Aisha,Sorensen,Pacific/Honolulu,ACC-207855,4157.24
+16026090130,Wei,Wilson,America/New_York,ACC-207856,1855.64
+12195524289,Patricia,Sorensen,America/Phoenix,ACC-207857,1445.30
+13889615131,Samuel,Mbeki,America/New_York,ACC-207858,1933.19
+14297643379,Linda,Davis,America/Los_Angeles,ACC-207859,2178.70
+19789868484,Sandra,Moore,America/New_York,ACC-207860,1369.46
+12468603496,Joshua,Hall,America/Los_Angeles,ACC-207861,3212.61
+12178169973,Chloe,Nakamura,America/New_York,ACC-207862,1641.63
+12227449657,Hannah,Miller,America/Chicago,ACC-207863,3433.63
+14165869760,Isabella,Martin,America/Denver,ACC-207864,217.15
+14732530724,Kevin,Taylor,America/New_York,ACC-207865,2117.13
+18297537472,Hannah,Wilson,America/Phoenix,ACC-207866,2031.33
+17729799660,Olivia,Nakamura,Pacific/Honolulu,ACC-207867,4505.97
+17135798940,Michael,Davis,America/Los_Angeles,ACC-207868,3039.53
+16784589485,Elijah,Mwangi,America/Los_Angeles,ACC-207869,461.62
+13463059904,Robert,Garcia,America/Chicago,ACC-207870,895.90
+15129473803,Chloe,Rossi,America/Los_Angeles,ACC-207871,3682.33
+16083037863,Steven,Sandoval,America/Denver,ACC-207872,3125.84
+14228657794,Wei,Mbeki,America/Los_Angeles,ACC-207873,1156.18
+13368834027,Paul,Sorensen,America/New_York,ACC-207874,2139.57
+16352327587,Wei,Novak,America/Los_Angeles,ACC-207875,4909.81
+19022443673,Jason,Costa,America/New_York,ACC-207876,3273.76
+14116183223,Nancy,Taylor,America/New_York,ACC-207877,3826.86
+14234536722,Daniel,Williams,America/New_York,ACC-207878,3856.39
+12606074669,Jason,King,America/Chicago,ACC-207879,2744.50
+17887154665,Sandra,Hall,America/Los_Angeles,ACC-207880,4625.82
+19096394335,Jason,Okafor,America/Chicago,ACC-207881,4914.97
+14935106804,Diego,Thornton,America/Denver,ACC-207882,716.57
+12173429162,Kevin,Mwangi,America/Chicago,ACC-207883,3392.20
+12767326974,Priya,Martin,America/New_York,ACC-207884,971.89
+19555274224,Ryan,Taylor,America/Chicago,ACC-207885,1779.34
+12745433643,Emily,White,America/New_York,ACC-207886,198.63
+12132719110,Ashley,Taylor,America/Los_Angeles,ACC-207887,2333.25
+13749275909,Michael,Anderson,America/Denver,ACC-207888,696.75
+19816112808,Victoria,Andersson,America/Phoenix,ACC-207889,2673.34
+17857395567,Fatima,Moore,America/Los_Angeles,ACC-207890,2102.49
+14582506557,Amanda,Kowalski,America/Chicago,ACC-207891,2599.34
+13378285858,James,Clark,Pacific/Honolulu,ACC-207892,2142.34
+16217589773,Grace,Davis,America/New_York,ACC-207893,4912.67
+13405592007,Nancy,Williams,America/Chicago,ACC-207894,745.07
+12782614147,James,Novak,America/Chicago,ACC-207895,1811.55
+13402984599,Emily,Martin,America/New_York,ACC-207896,2030.33
+15906359475,Lucia,Davis,America/New_York,ACC-207897,3424.26
+13234506775,Michelle,Harris,America/Denver,ACC-207898,1787.05
+16413870914,Nathan,Ferreira,America/New_York,ACC-207899,514.27
+13017309760,Daniel,Reyes,America/Chicago,ACC-207900,4778.91
+18009637983,Grace,Sorensen,America/New_York,ACC-207901,1613.26
+18513587836,Paul,Whitfield,America/New_York,ACC-207902,194.32
+12153636607,Elijah,White,America/New_York,ACC-207903,1985.51
+18103076961,Sophia,Nakamura,America/Chicago,ACC-207904,4480.82
+15237099815,Kevin,Whitfield,America/Chicago,ACC-207905,464.80
+14839088796,Aisha,Kowalski,America/Phoenix,ACC-207906,124.80
+12277181494,Maria,Adeyemi,America/Chicago,ACC-207907,456.23
+18596921728,Fatima,Chen,America/New_York,ACC-207908,3052.54
+15504067488,Joshua,Davis,America/Chicago,ACC-207909,3504.63
+12328238152,Joseph,Brown,America/Denver,ACC-207910,2334.05
+12923278260,Steven,Costa,America/Denver,ACC-207911,346.71
+13463619623,Ryan,Ferreira,Pacific/Honolulu,ACC-207912,4126.06
+15588128630,Wei,Whitfield,America/Chicago,ACC-207913,2547.84
+19574737044,Joseph,Andersson,America/New_York,ACC-207914,566.92
+16715887976,Benjamin,Mwangi,America/Chicago,ACC-207915,3946.18
+12115216658,Patricia,Martin,America/Los_Angeles,ACC-207916,3519.88
+15285863387,Nathan,Delacroix,America/Los_Angeles,ACC-207917,1177.20
+16993684578,Linda,Brown,America/Chicago,ACC-207918,4825.92
+16133149697,Victoria,Davis,America/Los_Angeles,ACC-207919,356.59
+16112097113,Brian,Kahale,America/New_York,ACC-207920,702.98
+13727424961,Wei,Mwangi,America/Los_Angeles,ACC-207921,4601.76
+18732374238,Anthony,Garcia,America/Chicago,ACC-207922,3297.29
+19795307876,Sophia,Clark,America/New_York,ACC-207923,445.92
+15328395945,Karen,Thomas,America/New_York,ACC-207924,1728.41
+17108525080,Diego,Kahale,America/Los_Angeles,ACC-207925,2269.58
+14217720674,Lucia,Harris,America/New_York,ACC-207926,2741.72
+16898135886,Benjamin,Jackson,America/New_York,ACC-207927,3524.89
+18427656955,Susan,Andersson,America/Denver,ACC-207928,2864.22
+13929993191,Chloe,Rossi,America/Chicago,ACC-207929,178.16
+18396697131,Christopher,Lewis,America/Chicago,ACC-207930,1989.08
+19122185071,Paul,Gonzalez,America/Los_Angeles,ACC-207931,1937.60
+12096240772,Elijah,Kahale,America/Chicago,ACC-207932,4511.06
+15693123659,Christopher,Martin,America/New_York,ACC-207933,2558.77
+12623316586,Victoria,Kahale,America/Anchorage,ACC-207934,4018.31
+19312461222,Michael,Kahale,America/Chicago,ACC-207935,901.11
+16802730498,Kevin,Carter,America/Los_Angeles,ACC-207936,2159.38
+15883224921,Betty,Clark,America/Chicago,ACC-207937,770.92
+12392114814,Nathan,Sandoval,America/Los_Angeles,ACC-207938,816.67
+17119883914,James,Costa,America/New_York,ACC-207939,1961.67
+12896314706,Mark,Andersson,America/New_York,ACC-207940,1587.45
+14286011604,Sandra,Anderson,America/Los_Angeles,ACC-207941,777.65
+16453785467,Linda,White,America/New_York,ACC-207942,2622.87
+16077773836,Joshua,Ferreira,Pacific/Honolulu,ACC-207943,3562.02
+18124419509,Daniel,Wright,America/New_York,ACC-207944,4286.94
+18452127058,Karen,Thornton,America/Chicago,ACC-207945,3672.52
+16736481958,Elijah,Harris,America/Chicago,ACC-207946,2245.20
+18967939918,Fatima,Andersson,America/Los_Angeles,ACC-207947,4512.98
+18354664006,Victoria,Petrov,America/Los_Angeles,ACC-207948,448.96
+14394139965,Lucia,Taylor,America/New_York,ACC-207949,4975.97
+17232002511,Fatima,Wright,America/Anchorage,ACC-207950,3814.59
+17516572947,Daniel,Clark,America/Denver,ACC-207951,4312.88
+13828340131,Nathan,Chen,America/Chicago,ACC-207952,1079.84
+18469193696,Michelle,Wright,Pacific/Honolulu,ACC-207953,2297.34
+13562395108,Karen,Martin,America/New_York,ACC-207954,4613.04
+14306654454,Patricia,Clark,America/Chicago,ACC-207955,4389.35
+17026732261,Susan,Sorensen,America/Los_Angeles,ACC-207956,2140.61
+18454304759,Sophia,Rossi,America/Los_Angeles,ACC-207957,2199.87
+15558863686,Michael,Okafor,America/Chicago,ACC-207958,698.00
+18343090213,Anthony,Miller,America/Phoenix,ACC-207959,2789.79
+18455854385,Aisha,Lee,America/Chicago,ACC-207960,2094.96
+12839006582,Michelle,Robinson,America/Los_Angeles,ACC-207961,4891.31
+13509681774,Betty,Mwangi,America/New_York,ACC-207962,144.16
+17753542193,Omar,Wilson,America/Los_Angeles,ACC-207963,3796.59
+17527668776,Brian,Gonzalez,America/Los_Angeles,ACC-207964,3465.84
+15397839619,David,Martin,America/New_York,ACC-207965,62.41
+17939359808,Fatima,Beauchamp,America/Chicago,ACC-207966,4372.02
+15737064331,Fatima,Iqbal,America/Chicago,ACC-207967,2611.92
+14018835181,Daniel,Kahale,America/Los_Angeles,ACC-207968,2298.13
+14347199097,Linda,Martinez,America/New_York,ACC-207969,4593.82
+14704773650,Brian,Robinson,America/Los_Angeles,ACC-207970,1857.29
+14893426672,Jennifer,Mbeki,America/Los_Angeles,ACC-207971,4568.40
+18057859955,Olivia,White,America/Los_Angeles,ACC-207972,4256.80
+12443539800,Joshua,Thornton,America/New_York,ACC-207973,3790.87
+15714901468,Daniel,Jackson,America/New_York,ACC-207974,4162.00
+19158037273,Michael,Delacroix,America/New_York,ACC-207975,3366.48
+19434475105,Nancy,Sandoval,America/New_York,ACC-207976,162.34
+15715927891,Ashley,Jackson,America/New_York,ACC-207977,3215.89
+15005883772,James,Ferreira,America/Chicago,ACC-207978,1506.78
+16315717444,Sandra,Johnson,America/Los_Angeles,ACC-207979,933.10
+12854033661,Daniel,Moore,Pacific/Honolulu,ACC-207980,4519.32
+15024315869,Benjamin,Reyes,America/Chicago,ACC-207981,2472.59
+13325073178,Joseph,Sandoval,America/New_York,ACC-207982,1219.16
+14457964761,Paul,Miller,America/Chicago,ACC-207983,3418.35
+18897588552,Paul,Thomas,America/Los_Angeles,ACC-207984,1324.48
+15629791264,Betty,Moore,Pacific/Honolulu,ACC-207985,4549.57
+14565740666,Jennifer,Martinez,America/Denver,ACC-207986,760.66
+13603534931,Priya,Beauchamp,America/Denver,ACC-207987,1543.62
+16927440129,Chloe,Adeyemi,America/Denver,ACC-207988,3738.11
+13508689190,Isabella,Costa,America/Denver,ACC-207989,1828.87
+14735741291,Benjamin,Jackson,America/Chicago,ACC-207990,3869.42
+19112310378,Elijah,Young,America/Anchorage,ACC-207991,3396.66
+16708739067,Samuel,Kowalski,Pacific/Honolulu,ACC-207992,4826.42
+14038527870,Maria,Carter,America/Chicago,ACC-207993,3823.26
+17328765406,Anthony,Andersson,America/New_York,ACC-207994,742.52
+13899127464,Michelle,Wright,America/Denver,ACC-207995,556.70
+16285502237,Samuel,Iqbal,America/Los_Angeles,ACC-207996,2529.45
+14643781216,Omar,Kowalski,America/Los_Angeles,ACC-207997,4015.18
+18913419111,Sandra,King,America/Los_Angeles,ACC-207998,3371.70
+14443668936,Hannah,Sorensen,America/Los_Angeles,ACC-207999,2002.42
+18305702605,Wei,Mbeki,America/Los_Angeles,ACC-208000,4825.02
+12616891419,Emily,Lee,America/Chicago,ACC-208001,928.36
+14903883483,Maria,Moore,America/Chicago,ACC-208002,716.44
+16114817531,Diego,Sorensen,America/New_York,ACC-208003,4516.84
+13289192931,Diego,Okafor,America/Denver,ACC-208004,568.21
+18492884428,Ahmed,Mwangi,America/Chicago,ACC-208005,1136.44
+15945238445,Aisha,Anderson,America/Los_Angeles,ACC-208006,4125.16
+18326038468,Benjamin,Wright,America/Phoenix,ACC-208007,4952.79
+16496813734,Ashley,Novak,America/Los_Angeles,ACC-208008,1451.67
+15736986064,Ashley,Petrov,America/Chicago,ACC-208009,3382.28
+16605291083,Hannah,Martinez,America/Chicago,ACC-208010,2205.47
+15984276475,Robert,Beauchamp,America/Chicago,ACC-208011,4060.60
+12878784916,Sandra,Garcia,America/New_York,ACC-208012,1659.51
+16242576507,Sophia,Thornton,America/New_York,ACC-208013,619.79
+16587847709,Omar,Carter,America/New_York,ACC-208014,793.04
+18975314808,Benjamin,Kahale,America/New_York,ACC-208015,2727.69
+13375588277,Amanda,Clark,Pacific/Honolulu,ACC-208016,2992.05
+19054051924,Jason,Taylor,America/New_York,ACC-208017,1906.33
+17095423128,Kevin,Costa,America/New_York,ACC-208018,4497.00
+13555892722,Grace,Martin,America/New_York,ACC-208019,2981.67
+13255965044,Grace,Davis,America/Chicago,ACC-208020,2825.65
+14134913850,Amanda,Miller,America/New_York,ACC-208021,3777.98
+19159400137,Maria,Okafor,America/Chicago,ACC-208022,2527.19
+13189648396,Olivia,Wright,Pacific/Honolulu,ACC-208023,228.89
+14702623232,Omar,Carter,America/Los_Angeles,ACC-208024,784.13
+18288132023,Isabella,Hall,America/Chicago,ACC-208025,812.86
+15873398607,Samuel,Carter,America/Los_Angeles,ACC-208026,3016.33
+16472447620,Betty,Thornton,America/New_York,ACC-208027,4215.04
+16252826960,Sandra,Martin,America/Chicago,ACC-208028,2525.02
+14767692612,Sophia,Sorensen,America/New_York,ACC-208029,2525.95
+16236717663,Michael,Beauchamp,America/Chicago,ACC-208030,1588.13
+18876800344,Karen,Martinez,America/New_York,ACC-208031,3084.82
+15263600403,Yuki,Moore,America/New_York,ACC-208032,3010.33
+17214459293,Diego,Lee,America/Los_Angeles,ACC-208033,3511.51
+12922481478,Robert,Ferreira,America/New_York,ACC-208034,484.18
+17765725941,Linda,Adeyemi,America/New_York,ACC-208035,2077.12
+19162758849,Steven,Young,America/Los_Angeles,ACC-208036,1857.29
+17888739520,Benjamin,Martinez,America/Los_Angeles,ACC-208037,2403.75
+12928677706,Yuki,Sandoval,Pacific/Honolulu,ACC-208038,4700.19
+12623000118,Ashley,Mbeki,America/Phoenix,ACC-208039,4542.20
+16942526104,Ryan,Kahale,America/Chicago,ACC-208040,4814.03
+12006970863,Amanda,Gonzalez,America/Phoenix,ACC-208041,4272.67
+18919614305,Kevin,Wilson,America/Chicago,ACC-208042,3812.73
+17965539818,Samuel,Wilson,America/Chicago,ACC-208043,992.00
+16147265897,Victoria,Petrov,America/Los_Angeles,ACC-208044,3377.45
+13924155727,Patricia,Thomas,America/Denver,ACC-208045,3130.53
+15613608126,Lucia,Clark,America/New_York,ACC-208046,1277.54
+19338310665,Brian,Ferreira,America/Chicago,ACC-208047,4208.60
+12134330943,Andrew,Hall,America/Chicago,ACC-208048,870.96
+16386190242,Patricia,Lee,America/Los_Angeles,ACC-208049,2930.35
+18787648334,Mark,Beauchamp,America/Denver,ACC-208050,1832.84
+17869079098,Mark,Okafor,America/Chicago,ACC-208051,4070.02
+19355922957,Christopher,Lewis,America/Los_Angeles,ACC-208052,4521.25
+19973327456,Paul,Reyes,America/Chicago,ACC-208053,715.60
+12274470962,Sandra,Ferreira,America/New_York,ACC-208054,611.97
+17346839961,Joseph,Walker,America/New_York,ACC-208055,4410.75
+13045953074,Joshua,Garcia,America/Chicago,ACC-208056,3665.56
+19852271600,Paul,Rossi,America/Los_Angeles,ACC-208057,3457.74
+16344867453,Chloe,Hall,America/Chicago,ACC-208058,1823.66
+15704572826,Anthony,Gonzalez,America/New_York,ACC-208059,4721.38
+16226028804,Ashley,Reyes,America/Los_Angeles,ACC-208060,1146.77
+15693837839,Diego,Sorensen,America/Los_Angeles,ACC-208061,1389.84
+16946520372,Wei,Young,America/New_York,ACC-208062,2504.22
+15052508300,Aisha,Lindgren,Pacific/Honolulu,ACC-208063,4123.62
+13313226117,Omar,Brown,America/New_York,ACC-208064,2553.35
+15467117730,Lucia,Chen,America/New_York,ACC-208065,575.33
+12379812527,David,Okafor,America/New_York,ACC-208066,729.17
+12543019754,Amanda,Taylor,America/Anchorage,ACC-208067,2534.76
+14045039714,Andrew,Lee,America/New_York,ACC-208068,2991.96
+14024933844,Emily,Carter,America/New_York,ACC-208069,816.17
+19226981587,Robert,Garcia,America/New_York,ACC-208070,3431.78
+14202238317,Susan,Whitfield,America/Denver,ACC-208071,2514.92
+17679918106,Michelle,Petrov,America/Chicago,ACC-208072,2454.30
+17234257970,Grace,Wright,America/Los_Angeles,ACC-208073,2453.18
+18054595152,Christopher,Walker,America/Chicago,ACC-208074,605.33
+13419544216,Amanda,White,America/New_York,ACC-208075,2205.51
+15393465169,Isabella,Johnson,America/Anchorage,ACC-208076,1263.93
+12055674995,Karen,Davis,America/New_York,ACC-208077,4329.48
+13855736746,Nancy,Wright,America/New_York,ACC-208078,592.03
+15115414955,Linda,Taylor,America/Phoenix,ACC-208079,1364.74
+15959601453,Hannah,Costa,America/New_York,ACC-208080,4604.99
+13749517730,Robert,Carter,America/Los_Angeles,ACC-208081,1064.10
+13108385805,Omar,Lindgren,America/Los_Angeles,ACC-208082,3654.41
+15226892994,Ryan,Robinson,America/Los_Angeles,ACC-208083,3084.42
+15202893303,Sandra,Young,America/Chicago,ACC-208084,1927.77
+12048404468,Joshua,White,America/New_York,ACC-208085,2533.18
+14625454232,Hannah,Miller,America/Phoenix,ACC-208086,1938.57
+13809715657,Ahmed,Clark,America/Los_Angeles,ACC-208087,3167.53
+17143661092,Patricia,Johnson,America/Phoenix,ACC-208088,3456.37
+16252883946,Patricia,Williams,America/Los_Angeles,ACC-208089,1298.17
+15983792087,Jason,Johnson,America/Los_Angeles,ACC-208090,1091.73
+15099788632,Olivia,Brown,America/New_York,ACC-208091,3535.92
+14693222458,Patricia,Taylor,America/Denver,ACC-208092,2986.99
+17509281501,Anthony,Taylor,America/Los_Angeles,ACC-208093,4305.88
+16096038912,Sophia,Mbeki,America/Denver,ACC-208094,4133.12
+12843652262,Joshua,Beauchamp,America/Chicago,ACC-208095,1521.61
+17957304521,Kevin,Andersson,America/Chicago,ACC-208096,4441.30
+17497142342,Olivia,Nakamura,America/Chicago,ACC-208097,3919.03
+15346277802,Joshua,Lee,America/Chicago,ACC-208098,1473.52
+15089866020,Karen,Thornton,America/New_York,ACC-208099,1736.99
+17716334456,Sandra,Lindgren,America/Chicago,ACC-208100,2682.14
+19448676417,Fatima,Delacroix,America/New_York,ACC-208101,1333.62
+15456867667,Susan,Clark,America/Los_Angeles,ACC-208102,1547.03
+15824098131,Karen,Robinson,America/New_York,ACC-208103,2592.74
+19313595236,Mark,Petrov,America/Chicago,ACC-208104,4635.38
+16509198637,Michelle,Thornton,America/New_York,ACC-208105,853.22
+13518018568,Joshua,Andersson,America/Los_Angeles,ACC-208106,3824.66
+18027784095,Paul,Nakamura,America/New_York,ACC-208107,39.70
+15517085198,Yuki,Kahale,America/Denver,ACC-208108,3158.22
+14128475555,Maria,Hall,America/Los_Angeles,ACC-208109,3051.68
+13554328049,James,Robinson,America/New_York,ACC-208110,757.48
+18547188494,Priya,Brown,America/New_York,ACC-208111,3705.92
+15664766722,Jason,Robinson,America/Chicago,ACC-208112,4979.27
+15565527937,Ashley,Martinez,America/Los_Angeles,ACC-208113,1816.68
+18976334936,Nathan,Sorensen,America/Los_Angeles,ACC-208114,740.44
+17249957531,Kevin,Taylor,America/New_York,ACC-208115,3485.32
+17632319463,David,Mwangi,America/New_York,ACC-208116,1142.97
+16225178092,Daniel,Young,America/Chicago,ACC-208117,3028.24
+16226475940,Ryan,Kahale,America/Chicago,ACC-208118,2852.81
+18719088501,Emily,Sorensen,America/Phoenix,ACC-208119,395.28
+14993842747,Patricia,Wilson,America/Anchorage,ACC-208120,4369.37
+17082887707,Chloe,Gonzalez,America/New_York,ACC-208121,2507.62
+17274375061,Linda,Sorensen,Pacific/Honolulu,ACC-208122,4818.91
+17865105017,Nancy,Martin,America/New_York,ACC-208123,1237.36
+16436775805,Jason,Thornton,America/Los_Angeles,ACC-208124,622.98
+14828023992,Isabella,Clark,America/Los_Angeles,ACC-208125,833.39
+16454228248,Patricia,Thornton,America/Denver,ACC-208126,4024.05
+17304355432,Elijah,King,America/Phoenix,ACC-208127,3984.47
+14336338108,Ryan,Delacroix,America/New_York,ACC-208128,511.47
+17328563797,Sophia,Miller,America/Phoenix,ACC-208129,1759.53
+19628176570,James,Reyes,America/New_York,ACC-208130,236.22
+17996487639,Nathan,Kahale,America/Denver,ACC-208131,291.74
+14165076970,Olivia,Lee,America/New_York,ACC-208132,2560.87
+13215172066,Mark,Taylor,America/Phoenix,ACC-208133,4149.32
+18139691296,Patricia,Rossi,America/Chicago,ACC-208134,964.05
+16279553597,Hannah,Wright,America/Los_Angeles,ACC-208135,4914.31
+16966112649,Patricia,Lewis,America/Phoenix,ACC-208136,596.80
+14685207573,Fatima,Wilson,America/New_York,ACC-208137,1365.22
+15873281582,Benjamin,Delacroix,America/New_York,ACC-208138,422.51
+16024477965,Brian,Brown,America/Los_Angeles,ACC-208139,955.51
+19399329161,Mark,Lindgren,America/New_York,ACC-208140,2964.63
+19108848068,Jason,Robinson,America/Denver,ACC-208141,1753.00
+15374776517,Amanda,Thornton,America/Los_Angeles,ACC-208142,3419.69
+17044853260,Yuki,Miller,America/Denver,ACC-208143,4745.24
+14237570878,Chloe,Kahale,America/Los_Angeles,ACC-208144,2474.24
+14815812180,Betty,Kowalski,America/New_York,ACC-208145,3534.72
+17822291077,Karen,Beauchamp,America/New_York,ACC-208146,4506.70
+16882317802,Sandra,Gonzalez,America/Phoenix,ACC-208147,3493.68
+12896436352,Anthony,Nakamura,America/Denver,ACC-208148,4799.91
+16529571020,Linda,Hall,America/New_York,ACC-208149,3569.88
+15503417252,Wei,Miller,Pacific/Honolulu,ACC-208150,1402.97
+16448315240,Priya,Reyes,America/Denver,ACC-208151,4018.59
+13196221645,Olivia,Gonzalez,America/Los_Angeles,ACC-208152,3529.45
+14919115236,Joseph,Wilson,America/Los_Angeles,ACC-208153,3782.58
+17409878299,Michelle,Kowalski,America/New_York,ACC-208154,3915.71
+16838533852,Patricia,Wilson,America/Phoenix,ACC-208155,4766.66
+12779363770,Isabella,Miller,America/Los_Angeles,ACC-208156,4915.62
+15603898230,David,Martinez,America/Los_Angeles,ACC-208157,3850.13
+18109382434,Sophia,Clark,America/Chicago,ACC-208158,3278.79
+12007144623,Isabella,Hall,America/New_York,ACC-208159,3894.17
+16753881073,Ryan,Mwangi,America/Los_Angeles,ACC-208160,1707.89
+17906097293,Linda,Martinez,America/New_York,ACC-208161,3715.61
+12132083020,Nancy,Beauchamp,America/Los_Angeles,ACC-208162,2570.42
+19402320067,Yuki,Nakamura,America/Chicago,ACC-208163,791.31
+15873795500,Steven,Garcia,America/Chicago,ACC-208164,572.62
+16407511306,Nancy,Mwangi,America/Los_Angeles,ACC-208165,2945.98
+18183393716,Mark,Carter,America/New_York,ACC-208166,1714.62
+15257191405,Samuel,Costa,America/New_York,ACC-208167,1074.67
+12687735012,Hannah,Martinez,America/Los_Angeles,ACC-208168,4690.30
+12887318288,Michelle,Martin,America/Los_Angeles,ACC-208169,3314.58
+17818336744,Patricia,Chen,America/Chicago,ACC-208170,475.60
+19942639643,Diego,Kahale,America/New_York,ACC-208171,2425.54
+15172374474,Samuel,Wilson,America/Los_Angeles,ACC-208172,828.03
+15722897658,David,Okafor,America/Los_Angeles,ACC-208173,2899.65
+15105926658,Chloe,Lee,America/Chicago,ACC-208174,51.24
+16768087415,Grace,Martin,America/Denver,ACC-208175,252.36
+19879484304,Linda,Nakamura,America/Denver,ACC-208176,4177.99
+19315793507,Victoria,Whitfield,America/New_York,ACC-208177,4957.55
+15059884539,Christopher,Chen,America/New_York,ACC-208178,119.30
+17669070081,Emily,Gonzalez,America/New_York,ACC-208179,2471.09
+19364752105,Samuel,Johnson,America/Los_Angeles,ACC-208180,4952.17
+14388714423,Emily,Harris,America/Los_Angeles,ACC-208181,2258.01
+16054085962,Diego,Taylor,America/New_York,ACC-208182,2356.44
+19775931589,Betty,Lee,America/New_York,ACC-208183,1467.75
+13679599872,Olivia,Martin,America/Chicago,ACC-208184,20.98
+19569361329,Hannah,Lindgren,America/New_York,ACC-208185,1088.50
+14464474717,Samuel,King,America/New_York,ACC-208186,2909.83
+18968045528,Elijah,Young,America/Los_Angeles,ACC-208187,2528.39
+19487696149,Linda,Ferreira,America/New_York,ACC-208188,2022.53
+16943124739,James,Moore,Pacific/Honolulu,ACC-208189,4458.55
+12628883948,Benjamin,Kowalski,America/Denver,ACC-208190,1086.28
+15348725335,Victoria,Lee,America/Los_Angeles,ACC-208191,804.73
+16324102322,Karen,Moore,America/Los_Angeles,ACC-208192,4744.41
+17549841645,Linda,Thornton,America/Los_Angeles,ACC-208193,2891.89
+16933645906,Samuel,Moore,America/Denver,ACC-208194,179.84
+18955564101,Kevin,Wright,America/New_York,ACC-208195,1493.53
+15595591258,Sandra,Nakamura,America/New_York,ACC-208196,530.93
+17369995581,Michael,Martinez,America/Los_Angeles,ACC-208197,2438.26
+15704854485,Brian,Whitfield,America/New_York,ACC-208198,376.69
+18627115817,Joseph,Sorensen,America/New_York,ACC-208199,1614.55
+17113093932,Brian,King,America/Los_Angeles,ACC-208200,1474.60
+16425918740,Daniel,Young,America/New_York,ACC-208201,1857.39
+13118822255,Nancy,Wright,America/Chicago,ACC-208202,1868.92
+18628522167,Paul,Martin,America/New_York,ACC-208203,3181.09
+14695490187,Karen,Mbeki,America/Los_Angeles,ACC-208204,1557.29
+12497904849,Ashley,White,America/New_York,ACC-208205,3908.03
+17273715347,Michelle,Garcia,America/Chicago,ACC-208206,2540.93
+17263873524,Joshua,Johnson,America/Chicago,ACC-208207,3948.32
+15617465988,Michelle,Kowalski,America/Los_Angeles,ACC-208208,4903.23
+14708313452,Victoria,Jackson,America/Anchorage,ACC-208209,1217.97
+16688799304,James,Andersson,Pacific/Honolulu,ACC-208210,603.36
+14827940785,Karen,Wilson,America/Anchorage,ACC-208211,719.19
+12399464419,Karen,Mbeki,America/New_York,ACC-208212,2581.34
+13892228635,Patricia,Novak,America/Los_Angeles,ACC-208213,4175.92
+13656416101,Maria,Davis,America/New_York,ACC-208214,2662.53
+13905985384,Christopher,Iqbal,America/New_York,ACC-208215,3803.95
+16114893652,Isabella,Lindgren,America/New_York,ACC-208216,1900.46
+16094032307,Sophia,Sorensen,America/New_York,ACC-208217,173.15
+16995737658,Kevin,Wright,America/Chicago,ACC-208218,1657.46
+17972405335,Anthony,Young,America/New_York,ACC-208219,523.64
+12107631895,Betty,Clark,America/Los_Angeles,ACC-208220,739.09
+14736349946,Anthony,Walker,America/Chicago,ACC-208221,3273.29
+17097587009,Omar,White,America/New_York,ACC-208222,2562.92
+19342094593,Sandra,Wright,America/Anchorage,ACC-208223,50.04
+16808059889,Jennifer,Hall,America/Denver,ACC-208224,651.28
+18494149828,Daniel,Gonzalez,America/New_York,ACC-208225,1660.35
+17243784967,Patricia,Chen,America/Anchorage,ACC-208226,4010.72
+13497646302,Joshua,Reyes,America/Los_Angeles,ACC-208227,2997.15
+12677855667,Benjamin,Lee,America/Chicago,ACC-208228,1965.28
+18802634509,Christopher,Williams,America/New_York,ACC-208229,1150.92
+15925603829,Nancy,Lindgren,America/New_York,ACC-208230,1790.13
+14135352921,Karen,Andersson,America/Los_Angeles,ACC-208231,3163.53
+13349473590,Sandra,Andersson,America/Los_Angeles,ACC-208232,3634.99
+15484847062,Ashley,Carter,America/Los_Angeles,ACC-208233,1850.13
+16109851389,Olivia,Clark,America/Los_Angeles,ACC-208234,3735.37
+13593662226,Sophia,Miller,America/Los_Angeles,ACC-208235,766.66
+14535984923,Michael,Johnson,America/New_York,ACC-208236,3813.69
+14973809080,Ahmed,Williams,America/Denver,ACC-208237,4649.76
+12422964462,Sandra,White,America/Los_Angeles,ACC-208238,445.31
+17819649044,Ashley,Johnson,America/New_York,ACC-208239,2262.64
+14055907172,Aisha,Taylor,America/New_York,ACC-208240,2368.01
+18883090308,Omar,Harris,America/Los_Angeles,ACC-208241,3641.36
+12745537954,Jennifer,Okafor,America/Chicago,ACC-208242,2367.46
+13178818467,Sandra,Martinez,America/Los_Angeles,ACC-208243,1927.79
